@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
105,'2025/11/18 22:34:03:061',1,0.780744,0.26642,0,0.870279,0.537971,-0.055088,0.786028,0.713551,-0.069665,0.776598,0.730104,-0.059071,0.767801,0.706408,-0.042693,0.754397,0.655067,-0.031146,1,0,0
106,'2025/11/18 22:34:03:120',1,0.78859,0.220764,0,0.891623,0.501423,-0.059279,0.806921,0.669759,-0.0754,0.786449,0.688666,-0.060175,0.767078,0.655028,-0.041069,0.740718,0.594039,-0.024799,1,0,0
107,'2025/11/18 22:34:03:197',1,0.79167,0.185511,0.000001,0.904306,0.466508,-0.065268,0.820268,0.633691,-0.075362,0.79838,0.655732,-0.055734,0.779811,0.619214,-0.03382,0.753107,0.561348,-0.016716,1,0,0
108,'2025/11/18 22:34:03:257',1,0.801258,0.158745,0.000001,0.916513,0.438335,-0.066732,0.831712,0.59947,-0.078794,0.806906,0.626591,-0.061698,0.785011,0.589631,-0.042542,0.751675,0.521403,-0.024948,1,0,0
109,'2025/11/18 22:34:03:318',1,0.79831,0.134051,0.000001,0.92606,0.409302,-0.070979,0.836455,0.576278,-0.08408,0.810789,0.59912,-0.063782,0.790084,0.565252,-0.040079,0.769164,0.501349,-0.017637,1,0,0
110,'2025/11/18 22:34:03:380',1,0.795401,0.10765,0.000001,0.919133,0.386617,-0.079471,0.829354,0.552043,-0.094573,0.809137,0.571354,-0.069531,0.788313,0.537045,-0.040897,0.755378,0.472052,-0.017802,1,0,0
111,'2025/11/18 22:34:03:465',1,0.787432,0.08792,0.000001,0.909523,0.365297,-0.078705,0.822288,0.529035,-0.094498,0.804031,0.554664,-0.074131,0.783117,0.515995,-0.04794,0.751823,0.456544,-0.025955,1,0,0
112,'2025/11/18 22:34:03:525',1,0.783362,0.066197,0.000001,0.900337,0.340275,-0.082853,0.813346,0.506349,-0.094445,0.795978,0.527358,-0.069251,0.773561,0.489849,-0.044143,0.730261,0.428135,-0.025001,1,0,0
113,'2025/11/18 22:34:03:584',1,0.781904,0.05241,0.000001,0.888174,0.324623,-0.077969,0.801129,0.493599,-0.093664,0.78424,0.514421,-0.069079,0.763371,0.475057,-0.043493,0.72116,0.416764,-0.023927,1,0,0
114,'2025/11/18 22:34:03:649',1,0.77756,0.03361,0.000001,0.878025,0.302096,-0.076009,0.788799,0.476828,-0.095538,0.776169,0.491159,-0.0726,0.758859,0.46571,-0.048484,0.720158,0.405015,-0.027462,1,0,0
115,'2025/11/18 22:34:03:713',1,0.774888,0.03218,0,0.864456,0.291303,-0.072278,0.776337,0.458853,-0.087958,0.759961,0.481353,-0.064271,0.752989,0.461055,-0.043518,0.71627,0.402861,-0.026056,1,0,0
116,'2025/11/18 22:34:03:781',1,0.759073,0.032656,0.000001,0.851627,0.281523,-0.072071,0.760535,0.454421,-0.084524,0.748295,0.473719,-0.063134,0.738074,0.452729,-0.042696,0.709132,0.397725,-0.025175,1,0,0
117,'2025/11/18 22:34:03:863',1,0.744278,0.04028,0.000001,0.816156,0.288588,-0.07484,0.732146,0.477704,-0.08161,0.7238,0.475124,-0.052988,0.722737,0.447304,-0.026595,0.716715,0.413647,-0.008939,1,0,0
118,'2025/11/18 22:34:03:922',1,0.719397,0.048307,0.000001,0.783045,0.290788,-0.08202,0.699337,0.482581,-0.077767,0.697088,0.473379,-0.048767,0.699731,0.441711,-0.022966,0.702098,0.405107,-0.00161,1,0,0
119,'2025/11/18 22:34:03:988',1,0.685769,0.05585,0.000001,0.741235,0.303362,-0.081987,0.672351,0.472791,-0.07947,0.678154,0.449259,-0.050937,0.681974,0.415812,-0.022445,0.680381,0.387894,-0.001678,1,0,0
120,'2025/11/18 22:34:04:051',1,0.655755,0.074929,0.000001,0.700435,0.321,-0.067112,0.635511,0.481953,-0.072734,0.643715,0.461772,-0.046967,0.648982,0.420167,-0.020087,0.648538,0.388352,-0.001721,1,0,0
121,'2025/11/18 22:34:04:114',1,0.626195,0.089656,0,0.660879,0.343418,-0.051211,0.598578,0.48623,-0.05247,0.650482,0.399614,-0.033256,0.667738,0.354026,-0.015913,0.674897,0.31211,0.003196,1,0,0
122,'2025/11/18 22:34:04:195',1,0.590103,0.064751,0,0.624782,0.344844,-0.031874,0.560095,0.434014,-0.043824,0.564545,0.430111,-0.039197,0.577601,0.400646,-0.026252,0.593908,0.348827,-0.013843,1,0,0
123,'2025/11/18 22:34:04:596',1,0.415265,0.146144,0,0.43291,0.402788,-0.011678,0.426151,0.46818,0.000832,0.429912,0.469894,0.002839,0.440342,0.451511,0.015538,0.442093,0.418762,0.024911,1,0,0
124,'2025/11/18 22:34:04:655',1,0.393443,0.158877,0.000001,0.411475,0.411567,-0.036052,0.38981,0.478241,-0.009054,0.398801,0.473732,0.00305,0.41023,0.453108,0.023846,0.416768,0.423244,0.043282,1,0,0
125,'2025/11/18 22:34:04:727',1,0.375293,0.169116,0,0.389865,0.413145,-0.034929,0.374911,0.475614,-0.011175,0.388864,0.467572,0.004194,0.403974,0.441726,0.025031,0.408299,0.4164,0.046582,1,0,0
126,'2025/11/18 22:34:04:788',1,0.352351,0.167394,0.000001,0.373138,0.407643,-0.040067,0.355435,0.474094,-0.003383,0.368917,0.469703,0.01323,0.3792,0.448289,0.035928,0.385727,0.417534,0.054927,1,0,0
127,'2025/11/18 22:34:04:848',1,0.337268,0.163543,0.000001,0.356302,0.402118,-0.035359,0.346438,0.45217,-0.004286,0.366923,0.441721,0.009666,0.375046,0.423952,0.028884,0.376183,0.40269,0.048615,1,0,0
128,'2025/11/18 22:34:04:912',1,0.322458,0.164653,0.000001,0.341147,0.398714,-0.04916,0.298386,0.481044,-0.020612,0.320771,0.471539,-0.004394,0.336863,0.447478,0.020167,0.346792,0.414564,0.041549,1,0,0
129,'2025/11/18 22:34:04:995',1,0.308706,0.170808,0.000001,0.333458,0.399523,-0.06433,0.27714,0.503696,-0.038787,0.302664,0.489887,-0.015823,0.318056,0.46945,0.004963,0.332986,0.426598,0.026382,1,0,0
130,'2025/11/18 22:34:05:058',1,0.295552,0.170362,0.000001,0.325688,0.395224,-0.079858,0.263281,0.532564,-0.069111,0.271021,0.5284,-0.045913,0.286269,0.504401,-0.020447,0.300733,0.464203,0.002006,1,0,0
131,'2025/11/18 22:34:05:129',1,0.28217,0.17011,0.000001,0.312227,0.390964,-0.083964,0.253528,0.539202,-0.07195,0.255761,0.533191,-0.050467,0.271195,0.508191,-0.022959,0.282789,0.470918,-0.001055,1,0,0
132,'2025/11/18 22:34:05:187',1,0.266388,0.165843,0.000001,0.302667,0.39002,-0.082425,0.244992,0.537771,-0.070259,0.240604,0.538389,-0.051126,0.247397,0.515378,-0.027643,0.251216,0.484954,-0.006876,1,0,0
133,'2025/11/18 22:34:05:250',1,0.254584,0.163382,0.000001,0.294238,0.387139,-0.091088,0.234842,0.535443,-0.082826,0.230975,0.537429,-0.06113,0.243013,0.516114,-0.036171,0.254377,0.473224,-0.014536,1,0,0
134,'2025/11/18 22:34:05:329',1,0.243611,0.160782,0.000001,0.281658,0.385672,-0.089871,0.220963,0.539044,-0.080524,0.220255,0.538505,-0.054698,0.23563,0.509276,-0.028197,0.251425,0.4559,-0.006725,1,0,0
135,'2025/11/18 22:34:05:393',1,0.229277,0.16215,0.000001,0.270699,0.386105,-0.089495,0.209479,0.543263,-0.085485,0.203767,0.546642,-0.063603,0.216026,0.521519,-0.038626,0.226874,0.479855,-0.01671,1,0,0
136,'2025/11/18 22:34:05:463',1,0.217626,0.156091,0.000001,0.26089,0.388939,-0.085495,0.200474,0.540182,-0.08139,0.195476,0.544912,-0.061007,0.204153,0.521381,-0.036873,0.213478,0.479229,-0.01473,1,0,0
137,'2025/11/18 22:34:05:524',1,0.215678,0.156312,0.000001,0.251336,0.39006,-0.083388,0.188774,0.541776,-0.078633,0.183415,0.545247,-0.060075,0.194,0.524645,-0.037897,0.204767,0.484388,-0.015666,1,0,0
138,'2025/11/18 22:34:05:588',1,0.205856,0.149818,0.000001,0.243984,0.388234,-0.084881,0.182244,0.536242,-0.07946,0.179896,0.535587,-0.061022,0.18768,0.515775,-0.03759,0.19654,0.471749,-0.015746,1,0,0
139,'2025/11/18 22:34:05:650',1,0.204843,0.155984,0.000001,0.237101,0.390196,-0.089416,0.174013,0.54382,-0.080518,0.175284,0.546403,-0.061752,0.183156,0.526369,-0.034518,0.185664,0.493807,-0.010576,1,0,0
140,'2025/11/18 22:34:15:080',2,0.456504,0.260648,0,0.445238,0.492504,-0.024433,0.446207,0.541821,-0.020847,0.441477,0.532852,-0.001701,0.44159,0.508996,0.014844,0.44097,0.476635,0.031617,0,1,0
141,'2025/11/18 22:34:15:161',2,0.457343,0.264315,0,0.444933,0.492088,-0.023674,0.439486,0.548989,-0.017551,0.436129,0.547748,-0.007113,0.435557,0.531972,0.005511,0.435494,0.50339,0.016366,0,1,0
142,'2025/11/18 22:34:15:223',2,0.455508,0.262386,0,0.444428,0.489411,-0.02645,0.44448,0.543462,-0.027137,0.438069,0.540643,-0.01165,0.435851,0.523971,0.003984,0.433062,0.497051,0.017674,0,1,0
143,'2025/11/18 22:34:15:286',2,0.456459,0.2631,0,0.442627,0.490518,-0.022984,0.44165,0.54498,-0.019914,0.437074,0.537963,-0.003375,0.435851,0.515295,0.011792,0.433748,0.482381,0.026294,0,1,0
144,'2025/11/18 22:34:15:349',2,0.455846,0.261375,0,0.441861,0.487708,-0.019391,0.445998,0.534967,-0.01455,0.440147,0.522777,0.001834,0.439489,0.503042,0.017916,0.438863,0.476546,0.035268,0,1,0
145,'2025/11/18 22:34:15:411',2,0.455281,0.262954,0,0.44214,0.487601,-0.022471,0.439259,0.54629,-0.019328,0.434191,0.539416,-0.004353,0.432869,0.518574,0.010426,0.430668,0.491342,0.024116,0,1,0
146,'2025/11/18 22:34:15:492',2,0.45595,0.263995,0,0.442536,0.492258,-0.022103,0.441034,0.545536,-0.018419,0.437965,0.539428,-0.004316,0.43766,0.51859,0.009862,0.435494,0.48853,0.023138,0,1,0
147,'2025/11/18 22:34:15:554',2,0.456565,0.262739,0,0.443191,0.494076,-0.023182,0.441399,0.54766,-0.017007,0.438245,0.541106,0.001886,0.440964,0.51597,0.016655,0.442968,0.480275,0.033365,0,1,0
148,'2025/11/18 22:34:19:031',3,0.86429,0.322613,0.000001,0.842246,0.612294,-0.028408,0.854226,0.64041,-0.002395,0.847399,0.615553,0.020731,0.844315,0.593963,0.036038,0.845397,0.55136,0.054469,0,1,0
149,'2025/11/18 22:34:19:093',3,0.862429,0.317079,0,0.838206,0.606859,-0.027565,0.857337,0.639837,-0.007778,0.86772,0.545843,0.013566,0.871428,0.500413,0.026635,0.867137,0.481811,0.046329,0,1,0
150,'2025/11/18 22:34:19:161',3,0.862757,0.317215,0,0.836843,0.602418,-0.025212,0.855523,0.631122,-0.003047,0.855087,0.564508,0.018988,0.859235,0.521763,0.032384,0.86085,0.493028,0.051909,0,1,0
151,'2025/11/18 22:34:19:221',3,0.860568,0.314693,0,0.836269,0.599178,-0.024752,0.851816,0.63908,-0.009702,0.852802,0.569557,0.014573,0.855738,0.525573,0.027989,0.858106,0.495178,0.046971,0,1,0
152,'2025/11/18 22:34:19:310',3,0.859963,0.312208,0,0.836026,0.594512,-0.028709,0.853002,0.63362,-0.006946,0.858057,0.53649,0.013704,0.862891,0.496808,0.026718,0.863371,0.478141,0.046385,0,1,0
153,'2025/11/18 22:34:19:368',3,0.857026,0.311067,0,0.835581,0.597281,-0.0252,0.849434,0.632755,-0.009942,0.843511,0.586008,0.014087,0.844523,0.544842,0.029329,0.846816,0.510432,0.047711,0,1,0
154,'2025/11/18 22:34:19:431',3,0.859564,0.31342,0,0.835757,0.603648,-0.029045,0.85573,0.631039,-0.003212,0.862672,0.537912,0.017349,0.867682,0.496811,0.02988,0.867,0.477294,0.050314,0,1,0
155,'2025/11/18 22:34:21:828',4,0.817994,0.62841,0,0.802819,0.922224,-0.001275,0.829193,0.910614,0.020127,0.833802,0.833202,0.028854,0.837648,0.798667,0.03544,0.833362,0.778788,0.053899,0,1,0
156,'2025/11/18 22:34:21:908',4,0.818015,0.630417,0.000001,0.800673,0.917254,-0.00771,0.80817,0.934893,0.028155,0.799856,0.909972,0.041345,0.792383,0.885192,0.054823,0.788572,0.844626,0.072187,0,1,0
157,'2025/11/18 22:34:21:970',4,0.816691,0.634938,0,0.799393,0.9229,-0.013493,0.818749,0.918398,0.006554,0.82356,0.846185,0.011429,0.823427,0.81855,0.027394,0.813752,0.796991,0.046322,0,1,0
158,'2025/11/18 22:34:22:038',4,0.813963,0.630056,0,0.801345,0.915817,-0.005706,0.806215,0.931175,0.015221,0.799306,0.90109,0.0199,0.791262,0.894075,0.034101,0.792614,0.858236,0.047807,0,1,0
159,'2025/11/18 22:34:22:098',4,0.812618,0.62518,0,0.799253,0.915314,0.002059,0.81281,0.929207,0.023906,0.805228,0.884736,0.035086,0.802662,0.857945,0.044845,0.802972,0.821525,0.063015,0,1,0
160,'2025/11/18 22:34:22:163',4,0.812275,0.631696,0,0.798509,0.915682,-0.00728,0.804452,0.934784,0.003077,0.798335,0.884579,0.010057,0.794993,0.865706,0.024926,0.796259,0.837138,0.039641,0,1,0
161,'2025/11/18 22:34:22:225',4,0.814952,0.630909,0,0.796953,0.920026,-0.00738,0.816282,0.918609,0.022324,0.820537,0.851406,0.033015,0.82274,0.816039,0.041701,0.820269,0.790697,0.06035,0,1,0
162,'2025/11/18 22:34:24:709',5,0.494199,0.611056,0.000001,0.473832,0.929034,-0.038613,0.484716,0.990169,-0.020156,0.482998,0.975399,0.005335,0.479726,0.95003,0.026105,0.480563,0.901034,0.053097,0,1,0
163,'2025/11/18 22:34:24:841',5,0.491756,0.609487,0.000001,0.473174,0.930225,-0.040424,0.480424,0.996419,-0.027501,0.476982,0.981688,-0.001596,0.471675,0.957631,0.020733,0.468985,0.919291,0.047415,0,1,0
164,'2025/11/18 22:34:24:992',5,0.489885,0.606952,0.000001,0.473218,0.923296,-0.035609,0.478378,0.991318,-0.025405,0.474954,0.974578,0.000144,0.472474,0.946501,0.022223,0.47305,0.898281,0.049088,0,1,0
165,'2025/11/18 22:34:25:107',5,0.487654,0.60381,0.000001,0.473571,0.919824,-0.037373,0.483187,0.988589,-0.029839,0.479679,0.970287,-0.003746,0.474672,0.944221,0.018362,0.472911,0.897705,0.04591,0,1,0
166,'2025/11/18 22:34:28:053',6,0.138136,0.586847,0,0.088977,0.979202,-0.05924,0.128555,0.989033,-0.039854,0.12446,0.943614,-0.007761,0.122186,0.903672,0.016903,0.116398,0.879559,0.045994,0,1,0
167,'2025/11/18 22:34:28:189',6,0.140172,0.578054,0.000001,0.086083,0.973309,-0.058053,0.123823,1.003004,-0.029821,0.12128,0.960179,0.005294,0.120302,0.916494,0.026916,0.116809,0.885759,0.059506,0,1,0
168,'2025/11/18 22:34:28:305',6,0.141699,0.581763,0.000001,0.087392,0.962345,-0.048025,0.119836,0.987153,-0.027695,0.110511,0.958508,0.004397,0.107263,0.922732,0.026025,0.108122,0.89071,0.054612,0,1,0
169,'2025/11/18 22:34:31:189',7,0.160074,0.026276,0,0.131172,0.296792,-0.042653,0.159786,0.228247,-0.044049,0.148372,0.201944,-0.018566,0.143092,0.183719,0.001432,0.135987,0.170463,0.016518,0,1,0
170,'2025/11/18 22:34:31:257',7,0.161114,0.026846,0,0.1312,0.294878,-0.040201,0.15828,0.226625,-0.04436,0.145801,0.199408,-0.01969,0.140689,0.181356,0.00215,0.134865,0.167432,0.0155,0,1,0
171,'2025/11/18 22:34:31:321',7,0.159197,0.023506,0,0.129135,0.294631,-0.039999,0.161745,0.23991,-0.042195,0.150066,0.20215,-0.017022,0.144038,0.180831,0.003857,0.13713,0.168107,0.020451,0,1,0
172,'2025/11/18 22:34:31:381',7,0.159353,0.024489,0,0.127581,0.296339,-0.044343,0.159281,0.226478,-0.047079,0.149408,0.19469,-0.020728,0.145369,0.1767,0.00201,0.137671,0.164785,0.017552,0,1,0
173,'2025/11/18 22:34:31:442',7,0.16038,0.027303,0,0.1248,0.297254,-0.047062,0.159501,0.244194,-0.05219,0.147525,0.199568,-0.027309,0.140641,0.180397,-0.003393,0.133332,0.168532,0.012418,0,1,0
174,'2025/11/18 22:34:31:521',7,0.160031,0.025506,0,0.127621,0.295066,-0.040882,0.158024,0.240373,-0.042564,0.148358,0.202778,-0.017302,0.143039,0.181275,0.003,0.135448,0.168631,0.018248,0,1,0
175,'2025/11/18 22:34:33:404',8,0.435095,0.031795,0.000001,0.437566,0.293194,-0.03652,0.437682,0.354895,-0.036642,0.43376,0.333865,-0.013974,0.435617,0.279938,0.003341,0.434866,0.242279,0.01797,0,1,0
176,'2025/11/18 22:34:33:462',8,0.437822,0.034358,0,0.436957,0.294298,-0.033894,0.433806,0.351432,-0.031049,0.43273,0.319768,-0.008212,0.437198,0.262521,0.007989,0.436603,0.227994,0.022314,0,1,0
177,'2025/11/18 22:34:33:522',8,0.43677,0.034151,0.000001,0.439366,0.292663,-0.036686,0.437075,0.353361,-0.034044,0.433911,0.341258,-0.013997,0.434965,0.311772,0.001767,0.435615,0.268375,0.017938,0,1,0
178,'2025/11/18 22:34:33:591',8,0.436924,0.028197,0.000001,0.435142,0.291725,-0.034684,0.436528,0.345875,-0.033112,0.431889,0.32553,-0.010379,0.435081,0.2729,0.00573,0.434449,0.23297,0.02029,0,1,0
179,'2025/11/18 22:34:37:064',9,0.910083,0.044549,0.000001,0.893958,0.376171,-0.031426,0.89355,0.439996,-0.015165,0.88963,0.421579,0.012918,0.889904,0.383213,0.029273,0.893632,0.329978,0.051067,0,1,0
180,'2025/11/18 22:34:37:136',9,0.90916,0.045571,0.000001,0.890417,0.362804,-0.0305,0.88906,0.440129,-0.017121,0.888099,0.420414,0.010692,0.889188,0.380433,0.027708,0.892107,0.329387,0.049833,0,1,0
181,'2025/11/18 22:34:37:206',9,0.90849,0.04642,0,0.88876,0.384218,-0.036928,0.904778,0.40767,-0.013974,0.905882,0.33165,0.012154,0.906342,0.281881,0.027167,0.901975,0.253965,0.048539,0,1,0
182,'2025/11/18 22:34:37:268',9,0.908689,0.046056,0.000001,0.886574,0.374886,-0.026395,0.903065,0.421762,-0.009746,0.896887,0.383722,0.021349,0.900391,0.315224,0.0354,0.898429,0.269433,0.056317,0,1,0
183,'2025/11/18 22:34:37:330',9,0.908558,0.045061,0.000001,0.888627,0.368633,-0.034258,0.891317,0.436387,-0.019077,0.891178,0.401031,0.010927,0.895626,0.342461,0.025562,0.896916,0.299382,0.043406,0,1,0
184,'2025/11/18 22:34:43:167',10,0.211358,0.123466,0,0.255619,0.296449,0.002627,0.222753,0.265509,-0.000963,0.195513,0.250924,0.005991,0.175196,0.232724,0.006412,0.153384,0.213478,0.01389,0,0,1
185,'2025/11/18 22:34:43:229',10,0.208183,0.125589,0,0.253161,0.294643,0.003551,0.222685,0.264716,0.000689,0.195046,0.249543,0.006534,0.174974,0.232694,0.00737,0.153293,0.214871,0.015533,0,0,1
186,'2025/11/18 22:34:43:292',10,0.208031,0.121002,0,0.250833,0.292476,-0.000793,0.22005,0.264495,-0.006307,0.1927,0.250468,0.002015,0.171773,0.233179,0.004014,0.149864,0.216088,0.01115,0,0,1
187,'2025/11/18 22:34:43:357',10,0.207705,0.118166,0,0.250083,0.293099,0.003621,0.22027,0.266876,0.000478,0.19269,0.253072,0.006628,0.171922,0.236245,0.007326,0.148665,0.218107,0.015147,0,0,1
188,'2025/11/18 22:34:46:150',11,0.442716,0.126314,0,0.491081,0.287653,-0.009366,0.471363,0.267869,-0.014669,0.441852,0.264734,-0.007203,0.418498,0.254048,-0.002475,0.391922,0.244495,0.005278,0,0,1
189,'2025/11/18 22:34:46:233',11,0.440268,0.128495,0,0.493259,0.286607,-0.007976,0.467624,0.270825,-0.011673,0.438836,0.267059,-0.005732,0.415832,0.255626,-0.001177,0.389396,0.246082,0.006957,0,0,1
190,'2025/11/18 22:34:46:293',11,0.437817,0.127697,0,0.488822,0.288998,-0.004878,0.467548,0.268311,-0.007523,0.437988,0.26461,-0.001288,0.414033,0.253141,0.003377,0.389265,0.242947,0.012447,0,0,1
191,'2025/11/18 22:34:49:583',12,0.840605,0.065069,0,0.91911,0.299132,0.025363,0.850881,0.259853,0.047299,0.817147,0.247642,0.04771,0.782298,0.238272,0.046202,0.752046,0.225606,0.061146,0,0,1
192,'2025/11/18 22:34:49:646',12,0.836999,0.065374,0,0.918131,0.29995,0.031978,0.851191,0.258676,0.065191,0.817417,0.247261,0.063681,0.781287,0.241065,0.06193,0.748248,0.234708,0.077309,0,0,1
193,'2025/11/18 22:34:49:711',12,0.838763,0.064101,0,0.919323,0.300161,0.01233,0.853015,0.254965,0.027265,0.818302,0.24584,0.030339,0.7834,0.238779,0.031954,0.752617,0.230211,0.047062,0,0,1
194,'2025/11/18 22:34:51:511',13,0.853732,0.335261,0,0.924092,0.574729,0.005512,0.879277,0.535269,0.012402,0.841558,0.525987,0.023583,0.807054,0.509604,0.024712,0.771506,0.498425,0.041322,0,0,1
195,'2025/11/18 22:34:51:571',13,0.849872,0.333786,0,0.91969,0.572951,0.005299,0.875808,0.535869,0.016172,0.837218,0.523759,0.0256,0.803244,0.50439,0.025396,0.767791,0.493203,0.042544,0,0,1
196,'2025/11/18 22:34:51:635',13,0.844755,0.337342,0,0.916364,0.572252,0.005047,0.87037,0.526916,0.012109,0.83173,0.51512,0.022677,0.798274,0.497762,0.0229,0.76358,0.486231,0.040191,0,0,1
197,'2025/11/18 22:34:53:114',14,0.465606,0.362867,0,0.583707,0.560098,0.000873,0.518629,0.518786,0.000225,0.482632,0.519441,0.008461,0.452991,0.515728,0.013904,0.424832,0.511877,0.030769,0,0,1
198,'2025/11/18 22:34:53:171',14,0.467633,0.367299,0,0.585468,0.562186,0.000273,0.519886,0.516986,-0.005902,0.482658,0.518728,0.00339,0.452775,0.513785,0.009022,0.424957,0.511416,0.025843,0,0,1
199,'2025/11/18 22:34:55:114',15,0.160588,0.375345,0,0.288985,0.599107,-0.000374,0.230618,0.535468,-0.007589,0.183285,0.534959,-0.000804,0.150642,0.527047,0.004017,0.117476,0.523162,0.017725,0,0,1
200,'2025/11/18 22:34:57:512',16,0.124523,0.650122,0,0.253075,0.91625,-0.015189,0.179893,0.823489,-0.020088,0.129364,0.81367,-0.006357,0.093891,0.80337,0.00243,0.05903,0.790855,0.020636,0,0,1
201,'2025/11/18 22:34:59:140',17,0.463057,0.650444,0,0.529197,0.880794,0.005938,0.473818,0.840994,-0.001361,0.434247,0.824681,0.006485,0.402589,0.798688,0.007565,0.369253,0.775661,0.022511,0,0,1
202,'2025/11/18 22:35:01:127',18,0.837573,0.693512,0,0.896582,0.90541,0.024885,0.850516,0.888228,0.036485,0.81545,0.878088,0.040242,0.781481,0.849051,0.030071,0.743849,0.825191,0.037823,0,0,1
203,'2025/11/19 13:33:36:989',19,0.825324,0.541309,0,0.71452,0.777759,-0.026158,0.807993,0.920472,-0.035906,0.858861,0.946584,-0.040446,0.918802,0.919186,-0.054557,0.968968,0.848388,-0.056208,0,0,0
204,'2025/11/19 13:33:37:085',19,0.825711,0.541819,0,0.713915,0.777709,-0.02387,0.809128,0.920777,-0.034153,0.859269,0.945885,-0.039875,0.920114,0.92,-0.055447,0.968442,0.848626,-0.056823,0,0,0
205,'2025/11/19 13:33:37:213',19,0.823522,0.544729,0,0.714963,0.777529,-0.026444,0.810398,0.919866,-0.037531,0.860753,0.945503,-0.042831,0.919683,0.919396,-0.057393,0.96966,0.847502,-0.059063,0,0,0
206,'2025/11/19 13:33:37:340',19,0.826028,0.543251,0,0.715211,0.776709,-0.025604,0.811166,0.91929,-0.037249,0.860293,0.943754,-0.041837,0.919065,0.917383,-0.056457,0.969275,0.845102,-0.058556,0,0,0
207,'2025/11/19 13:33:39:889',20,0.358168,0.438786,0,0.144965,0.640113,-0.03841,0.211968,0.872777,-0.045214,0.269872,0.930726,-0.048157,0.336061,0.916654,-0.060655,0.406688,0.853417,-0.059835,0,0,0
208,'2025/11/19 13:33:39:985',20,0.354272,0.435817,0,0.133418,0.633871,-0.044561,0.197996,0.863817,-0.048665,0.253111,0.926708,-0.053376,0.322959,0.919456,-0.067266,0.395238,0.860724,-0.066732,0,0,0
209,'2025/11/19 13:33:40:091',20,0.351923,0.434659,0,0.129739,0.632008,-0.04404,0.190622,0.863715,-0.052516,0.247479,0.926342,-0.056717,0.317561,0.919571,-0.06893,0.388479,0.859136,-0.067904,0,0,0
210,'2025/11/19 13:33:41:912',21,0.262804,0.230618,0,0.327068,0.388094,-0.045972,0.348257,0.426236,-0.082072,0.257171,0.472802,-0.088131,0.206669,0.452756,-0.089487,0.199851,0.392056,-0.079445,0,0,0
211,'2025/11/19 13:33:41:981',21,0.264656,0.233759,0,0.332502,0.387151,-0.039225,0.349558,0.431921,-0.077285,0.276196,0.483055,-0.081739,0.229097,0.466759,-0.086483,0.199758,0.392813,-0.08049,0,0,0
212,'2025/11/19 13:33:44:695',22,0.649261,0.108521,0,0.52642,0.339031,-0.033638,0.58113,0.449696,-0.038408,0.614618,0.472546,-0.041896,0.66204,0.460814,-0.046631,0.716668,0.412457,-0.045883,0,0,0
213,'2025/11/19 13:33:44:768',22,0.647231,0.107206,0,0.525213,0.337068,-0.021017,0.57918,0.448782,-0.024979,0.612047,0.473175,-0.031517,0.660779,0.460803,-0.039085,0.71585,0.410666,-0.038836,0,0,0
214,'2025/11/19 13:33:46:635',23,0.822853,0.071801,0,0.723012,0.336589,-0.021919,0.780702,0.434774,-0.028618,0.817596,0.454463,-0.033704,0.862398,0.437456,-0.041647,0.919585,0.396753,-0.042612,0,0,0
215,'2025/11/19 13:33:46:699',23,0.822031,0.076121,0,0.721122,0.335939,-0.023578,0.778794,0.433324,-0.029122,0.816599,0.454559,-0.033341,0.861926,0.436564,-0.040062,0.918675,0.397324,-0.040734,0,0,0
216,'2025/11/19 13:33:46:768',23,0.824882,0.073217,0,0.719792,0.334586,-0.019906,0.777786,0.434157,-0.025314,0.815388,0.454846,-0.030613,0.860652,0.437433,-0.038487,0.918015,0.398126,-0.038965,0,0,0
217,'2025/11/19 13:33:48:384',24,0.554091,0.449869,0,0.333184,0.505051,-0.024779,0.31711,0.688445,-0.033809,0.330009,0.740641,-0.038513,0.374518,0.766391,-0.045291,0.439837,0.773244,-0.045969,0,0,0
218,'2025/11/19 16:30:59:827',25,1.010422,0.705072,0,0.837008,0.987612,-0.043638,0.913969,1.145604,-0.005781,0.968861,1.139003,0.019024,1.018651,1.10989,0.033811,1.061362,1.050208,0.050075,-0.708749,0,0
219,'2025/11/19 16:30:59:930',25,1.012096,0.714568,0,0.838574,0.989633,-0.054874,0.904582,1.144965,-0.039126,0.963904,1.153564,-0.01213,1.018567,1.134287,0.005456,1.069365,1.082398,0.017232,-0.708749,0,0
220,'2025/11/19 16:31:00:028',25,1.009781,0.713876,0,0.841446,0.989655,-0.057323,0.909675,1.1476,-0.044064,0.971266,1.155368,-0.016798,1.026332,1.133684,-0.000822,1.07593,1.076699,0.010734,-0.708749,0,0
