@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
328,'2025/11/19 16:34:03:191',46,0.867477,0.27333,0.000001,0.837127,0.581254,-0.025745,0.791093,0.703712,-0.034524,0.782856,0.717836,-0.027786,0.781916,0.709387,-0.025657,0.796799,0.657467,-0.020027,1,-0.004555,0.005031
329,'2025/11/19 16:34:03:257',46,0.866701,0.270393,0.000001,0.837057,0.584018,-0.042282,0.793343,0.704877,-0.045404,0.783072,0.714988,-0.028727,0.781287,0.704311,-0.017409,0.790221,0.658182,-0.001782,1,-0.004555,0.005031
330,'2025/11/19 16:34:03:322',46,0.867632,0.271781,0.000001,0.837111,0.583011,-0.022214,0.789965,0.700506,-0.030982,0.781552,0.716502,-0.026522,0.783001,0.707084,-0.026761,0.800731,0.645888,-0.022345,1,-0.004555,0.005031
331,'2025/11/19 16:34:03:386',46,0.865683,0.270958,0.000001,0.837838,0.582365,-0.016572,0.789122,0.703658,-0.030767,0.781715,0.718417,-0.027845,0.781236,0.708412,-0.027278,0.796338,0.653072,-0.023419,1,-0.004555,0.005031
332,'2025/11/19 16:34:06:042',47,0.489483,0.325133,0.000001,0.457522,0.615027,-0.054293,0.410906,0.733917,-0.064821,0.401008,0.748723,-0.052962,0.407097,0.736241,-0.045742,0.424748,0.683109,-0.033762,1,-0.004555,0.005031
333,'2025/11/19 16:34:06:106',47,0.490062,0.329535,0.000001,0.452062,0.612796,-0.068317,0.407734,0.73853,-0.068478,0.399992,0.748411,-0.046473,0.406838,0.736552,-0.03214,0.423356,0.699778,-0.011265,1,-0.004555,0.005031
334,'2025/11/19 16:34:06:172',47,0.4893,0.328338,0.000001,0.451579,0.613426,-0.065637,0.406535,0.736339,-0.067217,0.396617,0.747881,-0.047445,0.402662,0.735487,-0.034419,0.419786,0.692595,-0.01487,1,-0.004555,0.005031
335,'2025/11/19 16:34:06:237',47,0.487606,0.329198,0.000001,0.449775,0.615618,-0.059663,0.405988,0.735448,-0.063916,0.396288,0.747455,-0.045648,0.402587,0.73421,-0.033072,0.419188,0.689619,-0.014956,1,-0.004555,0.005031
336,'2025/11/19 16:34:06:317',47,0.486846,0.330824,0.000001,0.449206,0.61479,-0.060994,0.403545,0.738722,-0.064763,0.395225,0.747764,-0.047039,0.399788,0.735759,-0.035048,0.414076,0.695328,-0.017414,1,-0.004555,0.005031
337,'2025/11/19 16:34:08:650',48,0.194509,0.307003,0.000001,0.141844,0.602857,-0.085279,0.093279,0.742559,-0.08335,0.083198,0.752072,-0.052088,0.09851,0.736737,-0.031086,0.124427,0.687033,-0.002331,1,-0.004555,0.005031
338,'2025/11/19 16:34:08:717',48,0.19728,0.305665,0.000001,0.143709,0.606174,-0.085038,0.092985,0.743054,-0.079416,0.085853,0.752052,-0.049152,0.101726,0.736253,-0.028595,0.131229,0.682606,0.001644,1,-0.004555,0.005031
339,'2025/11/19 16:34:08:781',48,0.19545,0.306564,0.000001,0.14257,0.600541,-0.086606,0.093838,0.742288,-0.085156,0.084643,0.751247,-0.053827,0.100306,0.73609,-0.032845,0.126661,0.685947,-0.00421,1,-0.004555,0.005031
340,'2025/11/19 16:34:08:847',48,0.196743,0.307059,0.000001,0.143074,0.602104,-0.081554,0.096104,0.738445,-0.079013,0.085947,0.748323,-0.047855,0.103317,0.731869,-0.027521,0.130284,0.678526,0.002722,1,-0.004555,0.005031
341,'2025/11/19 16:34:08:916',48,0.196512,0.308458,0.000001,0.142723,0.605158,-0.085408,0.094824,0.744569,-0.084194,0.084452,0.753139,-0.053846,0.100661,0.735038,-0.032754,0.125748,0.686871,-0.003073,1,-0.004555,0.005031
342,'2025/11/19 16:34:12:840',49,0.21195,0.490765,0.000001,0.173052,0.836591,-0.073673,0.127186,0.980379,-0.073001,0.129046,0.989978,-0.047073,0.141393,0.969365,-0.020305,0.160516,0.9147,0.012027,1,-0.004555,0.005031
343,'2025/11/19 16:34:12:904',49,0.21145,0.487951,0.000001,0.176929,0.837422,-0.067216,0.12509,0.986416,-0.065095,0.128899,0.995718,-0.048833,0.136998,0.973672,-0.02543,0.163015,0.90579,0.003682,1,-0.004555,0.005031
344,'2025/11/19 16:34:15:642',50,0.502482,0.493614,0.000001,0.482362,0.852194,-0.064325,0.443708,0.988126,-0.058221,0.448078,0.98513,-0.023411,0.462173,0.957064,0.00228,0.477446,0.903031,0.032301,1,-0.004555,0.005031
345,'2025/11/19 16:34:15:741',50,0.505316,0.507399,0.000001,0.47914,0.835289,-0.06573,0.439622,0.899253,-0.068669,0.438836,0.907578,-0.053579,0.444597,0.892916,-0.025984,0.456261,0.848228,0.001918,1,-0.004555,0.005031
346,'2025/11/19 16:34:17:869',51,0.879781,0.48411,0.000001,0.879803,0.88241,-0.080384,0.831291,1.03106,-0.067013,0.821636,1.024289,-0.020303,0.826154,0.987828,0.00746,0.834922,0.933728,0.039134,1,-0.004555,0.005031
347,'2025/11/19 16:34:17:938',51,0.874801,0.486653,0.000001,0.873222,0.882946,-0.076363,0.83096,1.030968,-0.060813,0.821098,1.018671,-0.016384,0.821351,0.988532,0.009289,0.828528,0.93932,0.040337,1,-0.004555,0.005031
348,'2025/11/19 16:34:20:465',52,0.842024,-0.071874,0.000001,0.838434,0.230382,-0.070366,0.783643,0.385812,-0.072207,0.770344,0.402249,-0.052449,0.772531,0.381054,-0.033072,0.786366,0.325381,-0.011153,1,-0.004555,0.005031
349,'2025/11/19 16:34:20:537',52,0.843346,-0.072886,0.000001,0.837412,0.23472,-0.065226,0.782005,0.387061,-0.066891,0.770975,0.402008,-0.048886,0.771373,0.386245,-0.030565,0.781799,0.33922,-0.010291,1,-0.004555,0.005031
350,'2025/11/19 16:34:22:942',53,0.462092,-0.015726,0.000001,0.434328,0.283212,-0.093208,0.402124,0.448427,-0.083316,0.396022,0.453661,-0.057921,0.405847,0.435076,-0.032101,0.415993,0.392644,-0.004327,1,-0.004555,0.005031
351,'2025/11/19 16:34:23:014',53,0.466421,-0.014686,0.000001,0.435822,0.283233,-0.090172,0.400467,0.445156,-0.081616,0.394474,0.452623,-0.057632,0.404465,0.435398,-0.03438,0.416407,0.39111,-0.007935,1,-0.004555,0.005031
352,'2025/11/19 16:34:23:082',53,0.467111,-0.015659,0.000001,0.435094,0.282639,-0.089639,0.403342,0.446239,-0.079703,0.396742,0.452556,-0.053003,0.406934,0.434495,-0.029207,0.416416,0.390226,-0.00113,1,-0.004555,0.005031
353,'2025/11/19 16:34:25:084',54,0.188279,0.003854,0.000001,0.158374,0.297059,-0.086705,0.11361,0.45689,-0.086001,0.104418,0.462226,-0.063566,0.115442,0.448399,-0.042715,0.129155,0.412093,-0.021159,1,-0.004555,0.005031
354,'2025/11/19 16:34:25:161',54,0.186378,0.003131,0.000001,0.159542,0.297386,-0.077413,0.114128,0.455892,-0.080166,0.105532,0.460414,-0.059229,0.113446,0.448298,-0.039974,0.125156,0.410894,-0.019244,1,-0.004555,0.005031
355,'2025/11/19 16:34:42:574',55,0.380652,0.355016,0.000001,0.339742,0.633867,-0.051177,0.292772,0.744627,-0.055426,0.285871,0.7487,-0.033091,0.291715,0.728942,-0.014603,0.304633,0.691145,0.006866,1,0,-0.010134
356,'2025/11/19 16:34:42:642',55,0.380393,0.353895,0.000001,0.339071,0.633722,-0.049869,0.292536,0.74377,-0.054711,0.28512,0.746912,-0.032064,0.292026,0.726673,-0.012582,0.305238,0.687516,0.010408,1,0,-0.010134
357,'2025/11/19 16:34:57:577',56,0.21977,0.349423,0.000001,0.175648,0.648906,-0.056127,0.129673,0.766219,-0.055925,0.128663,0.763798,-0.024822,0.144807,0.732849,-0.004308,0.173232,0.677473,0.023071,1,0,-0.037526
358,'2025/11/19 16:34:57:675',56,0.219952,0.346568,0.000001,0.175948,0.650369,-0.053315,0.130206,0.763793,-0.053072,0.123893,0.762961,-0.02076,0.144171,0.727424,-0.000735,0.176299,0.662644,0.027223,1,0,-0.037526
359,'2025/11/19 16:35:33:002',57,0.19221,0.137225,0,0.240432,0.321681,0.013057,0.209504,0.29326,0.023152,0.180178,0.283067,0.02739,0.152048,0.263919,0.024788,0.123781,0.23848,0.032338,0,0,1.015938
360,'2025/11/19 16:35:33:069',57,0.191968,0.13736,0,0.241718,0.320968,0.011398,0.20764,0.297339,0.02208,0.178682,0.284946,0.026298,0.151143,0.265809,0.02415,0.123608,0.240735,0.031818,0,0,1.015938
361,'2025/11/19 16:35:33:135',57,0.192261,0.137634,0,0.236513,0.318223,0.017575,0.208685,0.292937,0.026628,0.179593,0.282946,0.030217,0.152104,0.263577,0.028048,0.124014,0.240145,0.037604,0,0,1.015938
362,'2025/11/19 16:36:21:239',58,0.692712,0.590338,0,0.772717,0.83538,0.017465,0.716596,0.783961,0.030636,0.67526,0.77151,0.036759,0.638924,0.757957,0.036978,0.60249,0.7282,0.053796,-0.116115,0,1
363,'2025/11/19 16:36:21:303',58,0.695629,0.585797,0,0.77135,0.83522,0.018885,0.716122,0.782246,0.030125,0.675054,0.77235,0.035711,0.639028,0.758267,0.035513,0.602573,0.730824,0.05217,-0.116115,0,1
364,'2025/11/19 16:36:21:366',58,0.694666,0.588187,0,0.771384,0.836883,0.021319,0.713091,0.784857,0.032943,0.6742,0.772716,0.039512,0.639123,0.75567,0.038875,0.604219,0.729011,0.055257,-0.116115,0,1
365,'2025/11/19 16:36:21:430',58,0.694943,0.595501,0,0.767131,0.83739,0.014841,0.714686,0.784066,0.026893,0.673996,0.771704,0.03419,0.637514,0.75804,0.035317,0.600852,0.729859,0.053628,-0.116115,0,1
366,'2025/11/19 16:36:44:428',59,0.545247,0.602083,0,0.58257,0.761116,0.007881,0.556001,0.721453,0.012252,0.528646,0.711263,0.0158,0.504536,0.696956,0.013864,0.477864,0.679607,0.023624,-0.175652,0,1
367,'2025/11/19 16:36:44:498',59,0.543069,0.605914,0,0.584708,0.758758,0.020108,0.558077,0.723842,0.028634,0.529726,0.711718,0.029197,0.506009,0.697732,0.025068,0.478967,0.681431,0.036611,-0.175652,0,1
368,'2025/11/19 16:36:44:565',59,0.54109,0.60811,0,0.582695,0.758863,0.0041,0.556991,0.718388,0.009834,0.530309,0.707019,0.014745,0.507331,0.694112,0.013571,0.480396,0.679215,0.023936,-0.175652,0,1
369,'2025/11/19 16:37:04:559',60,0.434365,0.329731,0,0.438959,0.622093,-0.009985,0.445362,0.590941,0.010705,0.439078,0.581423,0.036311,0.442034,0.554835,0.045126,0.44777,0.518047,0.066383,-0.220074,1,0
370,'2025/11/19 16:37:04:623',60,0.435912,0.325682,0,0.436293,0.619481,-0.00402,0.440837,0.598855,0.027618,0.438242,0.588244,0.053035,0.445556,0.558033,0.058847,0.453403,0.519447,0.079586,-0.220074,1,0
371,'2025/11/19 16:37:04:689',60,0.435737,0.327985,0,0.436634,0.62129,-0.007167,0.444321,0.59191,0.016268,0.438365,0.578403,0.040976,0.442422,0.55012,0.048023,0.44926,0.514783,0.069165,-0.220074,1,0
372,'2025/11/19 16:37:20:860',61,0.442538,0.336384,0,0.429142,0.627367,-0.021039,0.443261,0.601411,-0.011745,0.433391,0.583856,0.012565,0.433145,0.55115,0.024407,0.433417,0.521468,0.041655,-0.477999,1,0
373,'2025/11/19 16:37:20:924',61,0.442902,0.337831,0,0.428543,0.626218,-0.024969,0.444328,0.591496,-0.013165,0.436693,0.575921,0.01046,0.43702,0.546224,0.022794,0.435839,0.51823,0.040071,-0.477999,1,0
374,'2025/11/19 16:37:20:987',61,0.443391,0.338356,0,0.429589,0.62637,-0.020691,0.444608,0.599496,-0.012075,0.438945,0.585711,0.013033,0.440318,0.549644,0.024186,0.439445,0.520624,0.041416,-0.477999,1,0
375,'2025/11/19 16:37:23:337',62,0.786785,0.33743,0,0.784055,0.677705,-0.02306,0.800818,0.656775,0.008233,0.788624,0.617771,0.037708,0.780089,0.571642,0.043443,0.773468,0.534078,0.060868,-0.477999,1,0
376,'2025/11/19 16:37:23:402',62,0.784398,0.340741,0,0.782783,0.67294,-0.031217,0.794762,0.612367,-0.021502,0.777021,0.587977,0.005934,0.767972,0.555818,0.020537,0.762358,0.524778,0.033832,-0.477999,1,0
377,'2025/11/19 16:37:23:471',62,0.782809,0.33813,0,0.783752,0.678641,-0.027617,0.797983,0.638996,-0.008901,0.780881,0.618567,0.022528,0.772574,0.572923,0.030795,0.7677,0.535927,0.045056,-0.477999,1,0
378,'2025/11/19 16:37:26:054',63,0.173669,0.32917,0,0.14793,0.687523,-0.025425,0.169514,0.619376,-0.006367,0.167151,0.573368,0.021863,0.16402,0.539742,0.03398,0.158276,0.512012,0.055615,-0.477999,1,0
379,'2025/11/19 16:37:26:162',63,0.173242,0.330384,0,0.15286,0.68581,-0.026011,0.170845,0.630986,-0.001778,0.169286,0.592687,0.025924,0.167734,0.553556,0.034667,0.162589,0.518866,0.057952,-0.477999,1,0
380,'2025/11/19 16:37:28:351',64,0.125689,0.61441,0,0.115634,1.020401,-0.009027,0.074275,1.059909,-0.011031,0.077637,1.008513,0.009115,0.090379,0.934272,0.025564,0.087409,0.885217,0.043264,-0.477999,1,0
381,'2025/11/19 16:37:28:417',64,0.120799,0.616653,0,0.117586,1.005255,-0.006045,0.077841,1.058298,-0.015118,0.084981,1.00027,0.007076,0.092777,0.928741,0.021511,0.080703,0.883156,0.040515,-0.477999,1,0
382,'2025/11/19 16:37:28:481',64,0.124155,0.618597,0,0.114884,1.01837,-0.009319,0.090328,1.043434,-0.008488,0.094644,0.979406,0.012983,0.09706,0.912943,0.024833,0.086608,0.872194,0.041581,-0.477999,1,0
383,'2025/11/19 16:37:28:546',64,0.12257,0.615248,0,0.113109,1.010731,-0.008839,0.095582,1.040989,-0.015952,0.086454,0.992129,0.006033,0.088312,0.926522,0.020255,0.079608,0.883077,0.037483,-0.477999,1,0
384,'2025/11/19 16:37:30:216',65,0.512439,0.605221,0,0.510927,1.013138,-0.013687,0.508406,1.003303,-0.001629,0.487116,0.975992,0.024404,0.484694,0.927047,0.035323,0.47804,0.882486,0.054545,-0.477999,1,0
385,'2025/11/19 16:37:30:278',65,0.510795,0.60922,0,0.508904,1.006875,-0.002201,0.487842,1.042844,0.003435,0.473912,1.017206,0.025468,0.47539,0.9696,0.04013,0.474263,0.918527,0.059795,-0.477999,1,0
386,'2025/11/19 16:37:30:355',65,0.504945,0.609771,0,0.511175,1.011702,-0.01456,0.480511,1.070391,-0.005046,0.465343,1.044085,0.019516,0.46067,1.004155,0.039872,0.457027,0.962933,0.062639,-0.477999,1,0
387,'2025/11/19 16:37:31:937',66,0.870255,0.56257,0,0.867766,1.010936,0.013586,0.864428,0.936698,0.075892,0.878421,0.852599,0.10788,0.865891,0.801969,0.108094,0.840943,0.775001,0.125591,-0.477999,1,0
388,'2025/11/19 16:37:32:020',66,0.871025,0.559781,0,0.86995,1.013287,0.007953,0.862585,0.944252,0.060966,0.879187,0.852431,0.09305,0.865637,0.800769,0.092996,0.842477,0.773321,0.110965,-0.477999,1,0
389,'2025/11/19 16:37:34:357',67,0.900498,0.016604,0,0.89252,0.35213,0.004293,0.880186,0.352819,0.043471,0.896179,0.295543,0.060983,0.89181,0.250216,0.058794,0.884354,0.223193,0.080508,-0.477999,1,0
390,'2025/11/19 16:37:34:420',67,0.905269,0.014847,0,0.895312,0.343521,0.013398,0.878297,0.361282,0.04995,0.88768,0.313825,0.066541,0.888304,0.251043,0.063293,0.881269,0.222747,0.086161,-0.477999,1,0
391,'2025/11/19 16:37:36:238',68,0.466053,0.069564,0,0.457178,0.406592,-0.038282,0.465093,0.382939,-0.014144,0.458538,0.353405,0.01014,0.455406,0.3215,0.026295,0.450815,0.293791,0.04756,-0.477999,1,0
392,'2025/11/19 16:37:36:304',68,0.467761,0.075316,0,0.456642,0.408866,-0.037777,0.461501,0.407136,-0.015581,0.453703,0.37456,0.011147,0.450224,0.33647,0.027997,0.446021,0.301398,0.049488,-0.477999,1,0
393,'2025/11/19 16:37:36:369',68,0.465534,0.072939,0,0.453105,0.409992,-0.037778,0.464478,0.389915,-0.013741,0.456109,0.358434,0.012751,0.452219,0.322048,0.028581,0.446284,0.292301,0.049624,-0.477999,1,0
394,'2025/11/19 16:37:36:434',68,0.466513,0.073382,0,0.453877,0.409212,-0.045354,0.464383,0.38602,-0.024082,0.455825,0.354498,0.003624,0.4519,0.319741,0.022353,0.448538,0.290821,0.041787,-0.477999,1,0
395,'2025/11/19 16:37:37:963',69,0.20118,0.087943,0,0.191319,0.408566,-0.032552,0.194992,0.388705,-0.012867,0.194621,0.354639,0.009904,0.196977,0.312245,0.020545,0.193841,0.284944,0.041478,-0.477999,1,0
396,'2025/11/19 16:37:38:031',69,0.202954,0.089641,0,0.192422,0.413969,-0.035287,0.193939,0.391063,-0.014367,0.195432,0.358149,0.011971,0.199369,0.310967,0.021484,0.196985,0.280108,0.042353,-0.477999,1,0
397,'2025/11/19 16:38:25:117',70,0.358421,0.050444,0,0.348491,0.299063,0.016559,0.327653,0.307142,0.03019,0.287516,0.299985,0.037284,0.24071,0.274549,0.033405,0.206989,0.220921,0.030496,-0.559573,0,1
398,'2025/11/19 16:38:25:183',70,0.356646,0.049358,0,0.350019,0.298383,0.016684,0.326779,0.303138,0.026093,0.286295,0.29933,0.033656,0.240182,0.273717,0.030577,0.204482,0.218915,0.028758,-0.559573,0,1
399,'2025/11/19 16:38:25:247',70,0.357261,0.048615,0,0.350762,0.298459,0.01049,0.325171,0.308335,0.01757,0.283914,0.303036,0.026867,0.238657,0.275252,0.024085,0.206793,0.221244,0.02116,-0.559573,0,1
400,'2025/11/19 16:38:46:211',71,0.407511,0.341312,0,0.414605,0.616956,0.000111,0.419494,0.637286,0.027037,0.414853,0.612771,0.04722,0.418209,0.578464,0.053253,0.425223,0.533491,0.071194,-0.300729,1,0
401,'2025/11/19 16:38:46:276',71,0.410336,0.340014,0,0.414091,0.619896,-0.004305,0.421111,0.613847,0.02482,0.416372,0.590771,0.049352,0.422604,0.557093,0.054312,0.428679,0.51865,0.071691,-0.300729,1,0
402,'2025/11/19 16:38:59:455',72,0.291454,0.108079,0,0.328266,0.343542,0.01856,0.306967,0.289549,0.02398,0.27514,0.284062,0.031597,0.245238,0.274042,0.032636,0.216211,0.263348,0.042851,-0.18463,0,1
403,'2025/11/19 16:38:59:521',72,0.291023,0.108896,0,0.328825,0.34367,0.018679,0.307097,0.289507,0.024826,0.275454,0.285437,0.032666,0.245241,0.275543,0.033497,0.215766,0.263903,0.043208,-0.18463,0,1
404,'2025/11/19 16:38:59:585',72,0.291359,0.107591,0,0.328273,0.343902,0.026147,0.308961,0.290131,0.034101,0.276676,0.285216,0.040542,0.246117,0.275205,0.040453,0.217677,0.262657,0.051374,-0.18463,0,1
405,'2025/11/19 16:39:16:954',73,0.403396,0.35306,0,0.407447,0.628289,-0.007736,0.415614,0.662918,0.00961,0.405802,0.64018,0.031773,0.404899,0.604863,0.038408,0.40844,0.559321,0.053178,0,1,0
406,'2025/11/19 16:39:17:021',73,0.400671,0.355027,0,0.406549,0.628187,-0.011402,0.413053,0.672657,-0.000705,0.401613,0.648116,0.020245,0.397582,0.614535,0.030834,0.401501,0.570133,0.045285,0,1,0
407,'2025/11/19 16:39:17:083',73,0.401188,0.352501,0,0.405831,0.627885,-0.016697,0.418123,0.671703,0.002422,0.408204,0.645888,0.025793,0.405427,0.613864,0.034271,0.410469,0.567885,0.048402,0,1,0
408,'2025/11/19 16:39:17:165',73,0.402026,0.351609,0,0.406933,0.627503,-0.0084,0.414065,0.671138,0.005521,0.402387,0.638046,0.027742,0.399797,0.602883,0.036183,0.402387,0.560478,0.050577,0,1,0
409,'2025/11/19 16:39:17:229',73,0.40194,0.350545,0,0.405456,0.628593,-0.008949,0.414088,0.665004,0.003706,0.403487,0.641421,0.025107,0.402108,0.606324,0.033034,0.406408,0.561835,0.046879,0,1,0
410,'2025/11/19 16:39:17:295',73,0.401017,0.354136,0,0.405937,0.626541,-0.010546,0.412697,0.681324,-0.003131,0.401519,0.655986,0.018936,0.397032,0.623968,0.029474,0.402539,0.577116,0.044113,0,1,0
411,'2025/11/19 16:39:17:362',73,0.401495,0.352758,0,0.405516,0.626679,-0.010735,0.411617,0.670574,0.002961,0.398555,0.646705,0.023359,0.39217,0.618232,0.034201,0.3937,0.577541,0.048592,0,1,0
412,'2025/11/19 16:39:17:426',73,0.402209,0.353311,0,0.406106,0.62672,-0.011177,0.417458,0.662753,0.001212,0.405203,0.635881,0.023674,0.402253,0.599464,0.032,0.404404,0.557129,0.04562,0,1,0
413,'2025/11/19 16:39:17:489',73,0.400932,0.353999,0,0.406125,0.629137,-0.009674,0.414137,0.663412,0.002564,0.402027,0.639022,0.023434,0.397906,0.605938,0.030943,0.400503,0.565418,0.043885,0,1,0
414,'2025/11/19 16:39:17:561',73,0.400382,0.352405,0,0.404871,0.625798,-0.014792,0.415359,0.680195,-0.001638,0.403735,0.653111,0.022962,0.399881,0.620813,0.033584,0.404874,0.572066,0.04913,0,1,0
415,'2025/11/19 16:39:17:626',73,0.401497,0.351626,0,0.406109,0.62915,-0.008598,0.413207,0.659264,0.008795,0.401102,0.634434,0.031183,0.398257,0.600167,0.038571,0.401769,0.557682,0.052064,0,1,0
416,'2025/11/19 16:39:17:692',73,0.402863,0.353991,0,0.406304,0.625961,-0.00855,0.416045,0.660642,0.003682,0.404508,0.629855,0.026761,0.402525,0.594502,0.034201,0.405059,0.553544,0.048239,0,1,0
417,'2025/11/19 16:39:17:755',73,0.401796,0.354482,0,0.405191,0.62411,-0.007948,0.415519,0.654533,0.004119,0.402312,0.624777,0.024952,0.398902,0.590679,0.031727,0.399994,0.552783,0.044195,0,1,0
